VEHICLE_KEY,DRIVER_KEY,COLLISION_INDEX,VEHICLE_REFERENCE,ENGINE_CAPACITY_CC,AGE_OF_VEHICLE,VEHICLE_COUNT
25,49,2024010518589,2,999,11,1
32,33,2024371463766,1,999,15,1
33,49,2024010541301,1,999,10,1
33,51,2024361451719,1,999,16,1
32,27,2024552401363,2,999,12,1
29,16,2024070983958,2,999,12,1
31,95,2024991461377,2,-1,3,1
26,17,2024471450478,1,999,8,1
26,49,2024471442922,1,999,13,1
35,46,2024211468430,2,999,6,1
32,49,2024411474696,1,999,13,1
33,16,2024421526031,1,999,16,1
27,95,2024010513256,2,999,12,1
32,64,2024411466304,2,698,17,1
29,30,2024501404828,1,999,10,1
29,95,2024430417671,1,999,16,1
33,20,2024010537612,1,999,8,1
32,64,2024461398997,1,999,9,1
29,46,2024010499444,1,999,7,1
33,61,2024010520488,1,-1,10,1
34,45,2024421469101,2,898,8,1
31,27,2024361511472,1,799,14,1
33,41,2024010523061,1,999,10,1
33,48,2024461424717,1,999,14,1
34,42,2024411536282,3,999,15,1
35,61,2024552400150,2,799,14,1
33,49,2024201420185,1,799,13,1
34,46,2024010546579,1,999,14,1
32,27,2024440351897,1,999,14,1
31,95,2024010503457,3,999,7,1
33,55,2024548569924,1,999,6,1
29,43,2024010498537,3,898,8,1
26,33,2024430469937,1,999,11,1
26,20,2024401443939,1,898,9,1
31,95,2024010533401,1,999,16,1
29,54,2024471472538,1,999,16,1
31,49,2024010523044,1,999,6,1
33,47,2024430564238,1,799,12,1
35,20,2024451479819,1,999,15,1
31,52,2024411551678,2,898,8,1
31,95,2024421507073,11,999,5,1
33,53,2024471460187,1,799,15,1
26,52,2024411475186,2,-1,3,1
34,52,2024340NN3832,2,999,17,1
34,61,2024522402619,1,999,11,1
31,95,2024161403058,2,698,20,1
29,46,2024302401224,2,999,7,1
29,64,2024010505857,1,999,5,1
31,14,2024471420033,2,698,18,1
33,23,202454D593124,1,999,16,1
35,64,2024440439398,1,999,8,1
29,23,2024141519581,1,898,6,1
26,11,2024010519293,1,999,10,1
29,14,2024411545790,1,999,7,1
34,52,2024201482534,2,999,15,1
34,49,2024010514952,2,-1,5,1
32,52,2024221488090,2,799,12,1
29,52,2024201440236,2,999,8,1
29,55,2024340WN1662,1,898,6,1
33,54,2024451416937,1,898,8,1
32,11,2024411521663,2,999,7,1
31,95,2024371431554,3,999,8,1
33,49,2024461529462,1,999,11,1
34,14,2024440374961,2,799,14,1
32,67,2024440118032,2,799,15,1
35,20,2024421534116,2,999,10,1
34,14,2024221495263,1,999,16,1
25,44,2024231489544,1,799,15,1
29,61,2024421478110,2,999,5,1
33,61,2024010534650,1,999,12,1
29,49,2024522403431,1,999,15,1
29,20,2024010503337,1,1199,2,1
32,11,2024451462361,1,1199,5,1
26,52,2024052402603,3,1199,1,1
31,95,2024471431488,3,1199,3,1
32,52,2024010546201,1,1199,2,1
31,95,2024461419762,2,1199,5,1
31,95,2024991405187,2,1199,3,1
34,17,2024201436866,2,1560,6,1
31,95,2024010549271,4,1199,5,1
31,95,2024101398714,3,1560,6,1
34,14,2024101459679,2,1199,6,1
33,46,2024052402677,2,1199,4,1
33,27,2024201478449,1,1199,4,1
31,55,2024101424743,2,1199,3,1
34,46,2024440130527,1,1199,3,1
25,52,2024991535515,1,1199,2,1
31,95,2024320020037,2,1199,3,1
31,17,2024991451231,1,1199,5,1
33,14,2024052402720,1,1199,4,1
34,20,2024311432365,2,1199,4,1
32,27,2024546178924,1,1199,5,1
34,17,2024991481506,2,1199,1,1
29,61,2024101465604,2,1199,3,1
33,61,2024991481624,1,1199,4,1
29,45,2024440121945,1,1199,4,1
31,95,2024991529001,2,1199,6,1
29,14,2024332400862,1,1199,4,1
31,95,2024041462850,2,1199,4,1
33,17,2024052401179,1,1199,5,1
29,16,2024010511677,1,1199,5,1
26,55,2024131438521,1,1560,7,1
29,16,2024010540149,2,1199,1,1
26,46,2024471531498,1,1199,3,1
34,14,2024201461028,2,1199,4,1
29,20,2024161441709,1,1199,5,1
31,95,2024351471124,2,1199,4,1
31,17,2024131492402,1,1499,5,1
30,52,2024991493469,2,1199,6,1
26,30,2024430406783,1,1199,3,1
33,17,202460Q090748,1,1199,4,1
26,61,2024070442128,1,1199,1,1
33,46,2024622400350,1,1199,3,1
26,22,2024631454683,3,1199,5,1
28,46,2024010529279,2,1199,4,1
33,13,2024052400689,1,1199,6,1
31,95,2024340NN3592,2,1199,2,1
29,46,2024991435236,1,1199,1,1
33,95,2024201504487,2,1199,4,1
29,49,2024010528198,1,1199,4,1
29,46,2024522401363,1,1199,3,1
30,61,2024991443243,1,1199,6,1
32,50,2024201519942,1,1199,4,1
31,95,2024471532755,2,1199,1,1
29,14,2024522500398,1,1199,7,1
29,55,2024361420712,2,1199,3,1
31,95,2024010525468,2,1199,1,1
29,52,2024201413503,1,1499,2,1
33,64,2024401397079,1,1199,4,1
32,17,2024461511888,2,1199,4,1
32,14,2024440507601,1,1199,6,1
30,64,2024531483039,2,1199,1,1
29,64,2024161423095,1,1199,2,1
32,64,2024610024524,2,1199,2,1
32,14,2024070628945,2,1199,2,1
34,49,2024430357908,3,1199,3,1
32,11,2024131466175,2,1199,4,1
34,17,2024201538845,2,1499,2,1
29,43,2024010532925,1,1199,7,1
32,17,2024070416180,3,1199,6,1
33,64,2024161422482,1,1199,2,1
33,30,2024031501227,1,1199,6,1
29,20,2024411462290,1,1199,4,1
27,46,2024211520713,2,1199,0,1
31,95,2024201484602,2,1499,5,1
29,23,2024010530092,1,1199,3,1
27,95,2024302400431,1,1499,2,1
28,64,2024010539115,1,1199,4,1
25,64,2024631402918,1,1199,1,1
29,53,2024302400636,1,1199,4,1
32,55,2024371511622,1,1199,3,1
29,67,2024430567278,2,1199,4,1
34,23,2024340NN1922,2,1199,5,1
25,20,2024302401004,1,1199,4,1
34,17,2024351440122,1,1199,4,1
32,55,2024311459523,1,1199,6,1
27,23,2024311478585,1,1199,3,1
32,44,2024061461288,1,1199,6,1
32,55,2024010508677,1,1199,3,1
33,12,2024211407117,1,1199,4,1
32,23,2024221435166,2,1199,5,1
32,46,2024010542980,1,1199,4,1
29,14,2024141512564,1,1199,2,1
27,95,2024010511488,2,1199,1,1
34,49,2024461402833,2,1199,7,1
31,95,2024991514690,3,1199,4,1
32,23,2024052401072,1,1199,2,1
26,43,2024061483702,1,1199,3,1
34,61,2024501471852,2,1199,3,1
139,43,2024461467656,1,313,7,1
5,6,2024430449831,1,8710,0,1
32,49,2024501510907,2,1598,0,1
32,55,2024070604055,1,999,0,1
29,49,2024991497288,1,1598,0,1
31,20,2024101518179,2,1598,0,1
33,49,2024991440015,1,1598,0,1
31,55,2024451536341,2,1598,0,1
33,43,2024010551314,3,999,0,1
29,46,2024461525795,2,999,1,1
29,61,2024461439882,1,999,0,1
33,55,2024010502213,3,1598,0,1
34,17,2024421414406,2,999,2,1
34,49,2024201508164,2,1598,0,1
34,46,2024622400053,2,999,1,1
34,47,2024101522063,2,1598,0,1
31,95,2024991406617,2,999,1,1
33,95,2024545421524,1,999,1,1
32,46,2024401548086,1,1598,1,1
29,47,2024311460647,1,999,0,1
27,95,2024052402091,1,1598,0,1
32,14,2024440343716,1,999,2,1
33,46,2024351471549,1,1598,0,1
29,17,2024041488313,1,999,0,1
34,46,202417M307324,2,999,1,1
35,55,2024221468222,2,999,0,1
34,48,2024010535905,3,999,2,1
26,17,2024010521425,2,999,1,1
148,49,2024552400559,1,1198,10,1
33,47,2024161524766,1,1368,16,1
29,43,2024201474237,1,1368,14,1
29,17,2024061524112,2,1368,15,1
144,46,2024010499610,3,125,2,1
120,41,2024010516343,1,125,0,1
122,20,2024421421962,2,125,3,1
114,43,2024010536500,1,125,3,1
121,47,2024010537319,2,125,2,1
122,47,2024010504212,2,125,0,1
145,14,2024430602201,2,125,1,1
122,79,2024010525711,1,125,1,1
114,45,2024010530952,1,125,1,1
114,46,2024010527394,2,125,3,1
121,41,2024010522345,2,125,2,1
117,55,2024070651709,2,125,1,1
122,10,2024471434073,2,125,2,1
117,46,2024010534693,2,125,2,1
114,45,2024161518320,1,125,2,1
117,46,2024010539540,1,125,2,1
121,42,2024010512154,2,125,3,1
122,44,2024010551113,2,125,2,1
121,41,2024010508254,2,125,1,1
2,40,2024991441671,1,420,6,1
144,20,2024131512476,1,903,15,1
154,46,2024552400438,1,805,23,1
29,55,2024610046424,2,1482,1,1
34,55,2024461523182,3,1482,2,1
31,95,2024161426515,2,1482,1,1
32,49,2024101427608,2,998,3,1
30,55,2024041439697,1,998,3,1
29,23,2024052400891,1,1482,1,1
32,67,2024070045283,2,1482,1,1
34,11,2024421468986,3,1353,4,1
31,95,2024991536036,2,998,4,1
29,61,2024122400035,2,1482,2,1
31,52,2024340WN4042,2,1482,1,1
34,14,2024351459914,2,998,3,1
33,17,2024991424406,2,998,2,1
32,17,2024161476180,2,998,2,1
27,14,2024311397227,1,1482,1,1
35,46,2024061422309,2,1580,1,1
34,19,2024211404265,1,998,2,1
31,95,2024471467642,3,1482,1,1
32,49,2024070635388,2,1580,3,1
29,54,2024501470525,3,1482,2,1
29,49,2024041515262,3,1482,1,1
26,46,2024111445959,1,1580,1,1
32,43,202417S200824,1,1580,1,1
26,14,2024461500799,1,1580,1,1
29,52,2024031494268,1,1482,2,1
31,95,2024061534972,3,1598,4,1
29,17,2024430203991,1,998,3,1
34,11,2024141460789,1,1482,1,1
29,12,2024552400616,1,1353,3,1
27,95,2024131499059,1,1353,4,1
35,17,2024991405467,2,1482,2,1
32,19,2024122500051,2,1482,0,1
32,20,2024522401468,2,1580,2,1
29,61,2024430231662,1,998,4,1
32,33,2024052402068,3,998,2,1
29,46,202460Q001597,1,1482,1,1
28,95,2024010531925,1,1580,3,1
29,17,2024221443003,1,998,3,1
33,13,2024161408121,1,998,2,1
120,40,2024501454998,2,124,0,1
21,44,2024311417053,2,6700,13,1
19,47,2024101474985,1,4249,8,1
21,47,2024991491039,1,4250,8,1
20,79,2024311434252,1,6700,13,1
31,50,2024421468203,2,1997,9,1
192,51,2024201439352,2,1997,9,1
195,50,2024501483649,1,1997,10,1
192,59,2024052401902,2,1997,9,1
33,53,2024141448197,1,-1,-1,1
197,47,2024340WN2442,2,1997,8,1
33,27,2024031514828,1,1242,7,1
34,14,2024351472369,2,1242,7,1
34,52,2024501404979,1,1328,20,1
34,23,2024421474587,2,1242,7,1
32,52,2024440456744,2,1328,21,1
33,64,2024361415036,1,1197,3,1
33,20,2024991423950,1,1197,2,1
28,14,2024010546394,1,1490,19,1
28,52,2024061491973,1,1242,5,1
33,49,2024131411757,2,1242,5,1
31,20,2024520002674,3,1242,5,1
29,52,2024332401221,1,1242,6,1
29,95,2024161427741,1,1242,6,1
29,21,2024440202354,1,1242,5,1
32,46,2024401541943,2,1328,20,1
31,52,2024201514424,2,1242,7,1
30,49,2024131459154,2,1490,19,1
33,17,2024471441848,1,1197,2,1
26,59,2024547773324,1,1197,3,1
29,23,2024430264891,1,1328,18,1
34,61,2024440223212,1,1490,20,1
26,30,2024552400712,1,1242,6,1
29,40,2024211475419,2,1490,20,1
29,46,202417M100524,2,1328,17,1
27,27,202417L306724,2,1242,4,1
29,30,2024031509087,2,1197,3,1
34,14,2024522401201,1,1197,4,1
34,14,2024501414830,2,1328,19,1
35,55,2024501485052,2,1197,3,1
29,23,2024052401731,1,1242,4,1
33,27,2024622400371,1,1242,6,1
33,52,2024440517955,2,1242,6,1
33,30,2024101488734,1,1197,1,1
29,46,2024010504005,1,1242,5,1
34,14,2024111518076,2,1242,7,1
31,95,2024991454933,2,1242,4,1
31,17,2024010527723,1,1242,4,1
31,49,2024111492764,2,1197,3,1
32,14,2024231497627,2,1242,7,1
29,64,2024131433176,1,1242,6,1
31,95,2024131403132,2,1490,19,1
29,30,2024371517685,1,1490,17,1
121,46,2024332401148,2,125,9,1
33,8,2024131413291,2,995,12,1
26,30,2024991466074,1,1206,11,1
29,46,2024461481891,1,995,12,1
32,51,2024361515053,1,995,12,1
31,95,2024010502443,3,995,14,1
31,95,2024552500122,4,995,13,1
29,61,2024531516141,1,1206,13,1
30,8,2024041498113,1,995,12,1
33,43,2024131437609,1,1206,12,1
33,52,2024010520942,1,1206,13,1
27,95,2024311426476,1,1206,13,1
26,43,2024131397347,1,995,12,1
29,55,2024201478589,1,1206,11,1
29,17,2024052400495,1,1206,13,1
29,27,2024501424321,1,995,13,1
32,52,2024041455040,1,995,13,1
33,40,2024131488045,2,1206,11,1
26,55,202417S213624,1,995,12,1
5,65,2024302400222,1,4400,9,1
144,20,2024221525865,2,399,4,1
120,45,2024311471378,1,124,2,1
120,45,2024311412139,1,124,2,1
121,14,2024070349565,1,124,7,1
120,11,2024421502848,1,124,1,1
26,23,2024320565476,1,1998,6,1
34,20,2024010529572,1,1998,6,1
31,95,2024010506279,3,1998,5,1
31,17,2024231469395,3,1998,7,1
27,61,2024211527153,1,1998,5,1
34,46,2024101500074,2,1998,9,1
32,55,2024010529024,2,1998,6,1
34,49,2024411492454,2,1998,8,1
34,46,2024461531439,5,1998,5,1
34,23,2024531513149,2,1998,7,1
30,84,2024201465648,1,1497,9,1
32,45,2024010530516,1,1998,7,1
27,23,2024991438513,1,1998,5,1
32,17,2024401548086,2,1497,7,1
29,27,2024010531989,1,1998,7,1
34,27,2024101531393,3,1998,8,1
32,23,2024471477369,2,1998,7,1
29,20,2024461411262,2,1998,5,1
33,20,2024010523829,2,1998,6,1
32,23,2024552500041,1,1798,5,1
30,13,2024461399147,2,1998,9,1
32,14,2024010537479,1,1998,5,1
33,49,2024061431304,1,1199,1,1
34,14,2024061504676,2,1598,1,1
32,20,2024211397701,1,1199,1,1
33,49,2024141513195,1,1199,0,1
154,55,2024991497431,1,895,2,1
155,52,2024461522693,1,895,0,1
142,52,2024320144618,2,894,4,1
2,47,2024991418908,2,4000,15,1
31,95,2024041461612,3,1868,19,1
209,67,2024031518572,2,1499,2,1
32,30,2024501440497,2,1560,11,1
207,44,2024052401061,1,1560,9,1
210,42,2024411528702,1,1560,11,1
213,47,2024111468029,2,1499,1,1
204,47,2024131452374,1,1560,5,1
205,55,2024522500118,1,1500,4,1
207,53,2024631511667,1,1500,4,1
207,55,2024041488120,2,1560,12,1
33,52,2024031487172,2,1560,9,1
211,41,2024010487867,1,1560,7,1
27,95,2024421515411,1,1500,2,1
212,47,2024010499740,2,1499,3,1
204,48,2024161522024,1,1560,6,1
26,49,2024430248972,1,1560,7,1
29,20,2024231514715,2,1560,13,1
210,67,2024052401194,3,1560,15,1
209,95,2024311501750,1,1560,8,1
209,95,2024411471674,5,1560,6,1
207,55,2024440203162,2,1500,4,1
31,95,202460Q010196,2,1560,13,1
207,49,2024461418173,2,1560,7,1
207,64,2024031477065,1,1560,13,1
25,27,2024471501523,1,-1,2,1
212,41,2024010501138,3,1500,2,1
204,53,2024010533745,1,1560,6,1
207,44,2024421440147,1,1560,9,1
211,55,2024041412569,1,1598,17,1
212,50,2024501413032,2,1560,6,1
211,61,2024471428078,1,1560,11,1
204,52,2024131424727,1,1500,3,1
29,61,2024052400815,1,1868,21,1
31,64,2024332401025,1,-1,-1,1
212,60,2024421493884,2,1560,7,1
211,45,2024010514624,1,1560,6,1
27,61,202460Q073211,2,1560,10,1
27,95,2024622400286,2,-1,-1,1
203,52,2024010530534,1,1500,5,1
213,50,2024302400094,1,1500,3,1
209,53,2024371453959,2,1500,3,1
30,95,2024201479383,2,-1,-1,1
34,63,2024070441251,1,-1,-1,1
211,41,2024351504361,2,1500,2,1
209,95,2024351547575,2,1560,9,1
205,47,2024010550005,2,1499,2,1
210,50,2024010527316,2,1499,0,1
33,64,2024461432828,1,1560,10,1
203,67,2024440210031,2,1868,20,1
207,49,2024411419729,1,1560,10,1
212,41,2024131478917,2,1560,7,1
205,61,2024471491460,1,1560,18,1
31,95,2024471459454,2,1560,14,1
213,47,2024401498540,1,1500,5,1
212,11,2024522401340,7,1560,5,1
34,8,2024552401547,2,1200,6,1
27,53,2024221398784,2,1560,14,1
209,53,2024461482746,1,1560,6,1
212,49,2024411438752,3,1500,2,1
212,44,2024231459865,2,1868,18,1
210,49,2024421482200,2,1560,6,1
29,23,2024131510031,1,1560,15,1
210,42,2024421531727,1,1499,0,1
207,54,2024041404874,2,1560,9,1
31,27,2024320315128,2,1560,9,1
210,48,2024010516890,1,1499,1,1
212,49,2024010503498,2,1560,7,1
212,12,2024041490761,3,1499,1,1
207,95,2024010518587,1,1500,2,1
31,95,2024161523880,3,-1,-1,1
27,64,2024201524339,1,1560,10,1
211,51,2024991420483,1,1500,2,1
207,61,2024010488696,2,1560,5,1
207,46,2024161528228,2,1500,3,1
207,50,2024231493388,1,1500,4,1
34,47,2024010533544,2,1560,7,1
29,53,2024131531297,1,1560,11,1
207,50,2024061490773,1,1560,10,1
26,46,2024471464843,2,1360,20,1
207,50,2024371443581,1,1560,6,1
26,14,2024031490042,1,1587,15,1
207,41,2024991533845,1,1560,9,1
35,46,2024010534654,2,1560,6,1
209,67,2024070125794,2,1500,3,1
32,17,2024010528704,1,1560,7,1
209,95,2024131513281,2,1868,21,1
33,23,2024522402306,2,1560,10,1
207,46,2024421411720,1,1560,8,1
212,14,2024201421421,2,1500,3,1
32,18,202417S105724,1,1560,6,1
209,95,2024010519728,3,1500,3,1
212,42,2024371455780,2,1560,5,1
33,61,2024131462390,2,1560,15,1
33,27,2024631417409,2,1560,10,1
210,51,2024141475269,1,1560,8,1
204,46,2024010550891,2,1560,8,1
32,27,2024070559628,2,1560,7,1
210,48,2024010517603,1,1560,6,1
204,52,2024010545802,1,1587,15,1
28,20,2024201488867,1,-1,2,1
211,51,2024461407385,1,1560,10,1
207,45,2024010519967,1,1560,8,1
205,50,2024320041511,1,1868,23,1
209,95,2024131409147,3,1499,1,1
207,53,2024010508522,2,1500,4,1
204,67,2024440384353,2,1560,13,1
198,55,2024471453308,2,1560,9,1
212,38,2024010509988,5,1560,6,1
212,53,2024231423596,3,1560,8,1
210,67,2024440368549,3,1560,5,1
31,95,2024501511679,2,1360,21,1
210,50,2024411504854,2,1560,6,1
32,33,2024211470874,1,1500,6,1
33,46,2024101460296,1,1560,13,1
207,53,2024461513581,2,1500,3,1
210,47,2024411407569,2,1500,3,1
210,50,2024131452374,2,1500,3,1
207,52,2024010499810,1,1500,3,1
207,46,2024471470513,1,1560,9,1
204,52,2024631522309,1,1560,5,1
209,95,2024340NN2302,2,1560,10,1
211,47,2024122400995,2,1560,7,1
32,49,2024552400550,2,-1,0,1
207,44,2024010535539,1,1560,15,1
209,95,2024010510279,2,1499,1,1
207,54,2024461505416,2,1499,1,1
204,50,2024010545149,1,1499,2,1
210,43,2024201441744,1,1560,11,1
210,55,2024461473266,2,1560,5,1
209,95,2024351468634,2,1499,2,1
32,17,2024991513626,1,1560,8,1
207,49,2024440434417,1,1560,5,1
210,48,2024010499798,1,1499,4,1
209,95,2024061516363,1,1499,1,1
210,14,2024421408973,2,1560,7,1
26,61,2024520403051,1,1560,15,1
194,95,2024522401956,3,1560,10,1
212,93,2024052400923,2,1500,5,1
211,46,2024411539064,2,1560,7,1
213,11,2024461506857,2,1500,2,1
33,51,2024302401723,2,1200,5,1
25,64,2024061469020,1,1587,21,1
205,50,2024201489054,1,-1,1,1
207,64,2024101465151,1,1598,17,1
210,41,2024421417482,2,1499,1,1
204,38,2024122500062,2,1560,6,1
209,55,2024211528653,2,1560,14,1
207,47,2024010529451,2,1499,1,1
210,61,2024061495777,3,1560,10,1
211,55,2024411535798,1,1560,5,1
61,49,2024010500017,1,-1,-1,1
207,55,2024131530122,1,1560,15,1
29,23,2024061415028,1,1560,10,1
211,52,2024010501310,1,1560,5,1
212,45,2024122400218,3,1560,9,1
209,95,2024501469936,2,1560,8,1
203,44,2024991438266,1,1560,11,1
212,55,2024451438691,1,1560,7,1
28,55,2024141506131,3,-1,-1,1
25,16,2024010530007,1,1498,1,1
25,52,2024552401202,2,1498,0,1
30,46,2024010528954,1,1984,2,1
34,17,2024552401042,4,1498,1,1
210,45,2024010503498,1,1368,5,1
207,49,2024471426093,1,1248,11,1
34,61,2024520403254,2,1910,17,1
29,46,2024041395684,1,1910,16,1
209,95,2024991534765,4,1248,11,1
213,55,2024991485880,2,1248,10,1
212,47,2024461493778,2,1598,11,1
205,95,2024522402938,2,1248,18,1
211,49,2024520401676,1,1598,3,1
212,49,2024501498317,2,1598,10,1
209,95,2024991410011,2,1248,9,1
210,53,2024421531479,1,1598,10,1
207,50,2024440042757,2,1598,12,1
207,45,2024010533189,1,1598,3,1
211,52,2024302400398,2,1248,17,1
28,45,2024461419097,2,1910,19,1
31,95,2024010518306,1,1248,20,1
30,55,2024610042224,3,1248,8,1
210,42,2024131529792,1,1248,7,1
204,47,2024010535845,1,1499,0,1
212,46,2024201476992,1,1248,7,1
210,18,202454E801424,2,1598,2,1
33,61,2024302401625,2,1368,12,1
211,46,2024361405861,1,1598,10,1
29,27,2024440564554,2,1910,15,1
207,41,2024311527427,1,1598,11,1
32,14,2024471400028,1,1910,17,1
29,61,2024622400306,1,1368,16,1
210,46,2024231535070,3,1598,2,1
207,43,2024010544959,1,1248,11,1
207,45,2024010511435,2,1598,3,1
211,41,2024471535559,1,1598,10,1
28,20,2024552400432,2,1910,19,1
32,23,2024010513910,3,1598,9,1
207,67,2024061439092,2,1248,9,1
210,67,2024411495870,2,1248,8,1
209,95,2024161517562,2,1248,10,1
207,45,2024471460610,1,1248,13,1
204,49,2024010512242,1,1248,11,1
209,67,2024461492096,2,1499,0,1
204,45,2024131412987,1,1248,10,1
207,44,2024010525911,1,1248,11,1
210,49,2024031491147,1,1248,12,1
34,20,2024461481682,2,1598,9,1
34,17,202460Q093025,3,1108,22,1
34,23,2024320215540,1,1108,23,1
29,42,2024430553756,1,1108,23,1
31,95,2024471460075,2,1997,19,1
29,61,2024010515100,2,1596,19,1
31,12,2024320039279,4,1596,19,1
26,67,2024421422462,1,999,5,1
29,44,2024361469478,1,999,7,1
32,20,2024421486464,1,1596,11,1
31,95,2024141476700,3,1499,6,1
26,64,2024302400713,1,999,7,1
33,46,2024440221478,1,1596,16,1
35,19,2024122401029,2,999,1,1
29,43,2024101519930,1,998,11,1
32,23,2024221452259,2,998,11,1
31,30,2024211455409,2,1596,10,1
29,52,2024010523229,1,998,10,1
32,27,2024461421497,1,1596,11,1
29,14,2024461512319,1,1596,20,1
28,46,2024010529921,3,998,10,1
35,43,2024461457760,2,1798,17,1
31,95,2024552400555,5,1499,8,1
29,14,2024991419768,1,1560,12,1
32,23,2024010550718,1,999,0,1
31,95,2024010541166,3,1499,5,1
29,20,2024622400413,2,999,5,1
26,64,2024501456905,1,1596,10,1
28,13,2024440104710,1,1499,8,1
31,95,2024010550228,1,1596,16,1
34,46,2024421497155,1,1560,14,1
33,52,2024340WN1972,1,1596,15,1
32,46,2024201512242,1,1499,7,1
26,43,2024061431352,3,2261,1,1
26,46,2024041510180,2,1560,12,1
31,95,2024991526437,3,1560,10,1
32,46,2024522500014,1,1798,17,1
26,49,202460Q055092,1,1499,8,1
33,47,2024231414461,1,998,12,1
29,45,2024351495356,1,1596,15,1
33,49,2024440418926,1,1596,11,1
29,44,2024451513695,1,1995,3,1
33,20,2024451453349,1,999,9,1
34,49,2024361409591,2,1560,12,1
32,14,2024221417120,1,1560,11,1
31,17,2024141524634,3,999,0,1
29,40,2024010512367,1,1596,16,1
26,64,2024111473979,2,999,4,1
30,95,2024471526865,1,1596,19,1
32,23,2024131483666,2,999,8,1
32,43,2024320533235,4,998,10,1
28,17,2024052402329,1,999,5,1
29,46,2024451459549,2,999,9,1
31,55,2024440171724,2,1596,13,1
32,49,2024111440160,2,999,1,1
31,43,2024610032724,1,1596,15,1
35,48,2024211437569,2,1997,18,1
29,52,2024010523200,1,998,11,1
34,46,2024010522847,1,1496,3,1
34,45,2024340NN3512,2,1560,12,1
32,17,2024161477808,2,1560,10,1
33,30,2024361517204,1,999,9,1
32,52,2024201408545,2,1560,11,1
33,23,2024421526402,1,1999,16,1
33,44,2024061507197,2,2261,1,1
31,46,2024461534171,3,999,0,1
32,67,2024070519149,3,1596,14,1
32,46,2024141521567,1,1499,8,1
32,46,2024061436995,1,1999,6,1
31,95,2024131523447,3,1496,5,1
33,51,2024201513666,2,999,8,1
28,49,2024061505461,2,1596,15,1
33,55,2024122401063,2,999,1,1
31,52,2024371518546,2,1499,7,1
31,12,2024552500034,2,999,7,1
31,49,2024421406631,2,998,10,1
32,46,2024161395653,1,998,11,1
31,95,2024010537591,2,999,4,1
26,55,2024201444439,1,1596,19,1
29,42,2024531401564,1,1560,13,1
33,55,2024461502027,2,999,4,1
34,17,2024991518178,2,1596,12,1
33,49,2024031416095,1,1560,14,1
29,46,2024371493169,2,1560,10,1
31,95,2024141401427,2,1499,4,1
28,43,2024421435132,2,999,2,1
29,17,2024531518813,1,1560,15,1
34,8,2024451410482,1,999,8,1
29,8,2024361457395,1,1560,10,1
25,23,2024010501966,1,999,6,1
29,52,2024351514799,2,1560,10,1
29,53,2024440389443,2,1596,13,1
29,8,2024070960146,1,1560,11,1
32,14,2024320052297,1,1388,20,1
29,27,2024451419592,1,1596,19,1
32,14,2024361518217,2,1560,13,1
29,61,2024991548633,1,1499,7,1
29,17,2024201485842,2,1596,14,1
29,17,2024451497498,1,1596,13,1
32,49,2024231469172,3,1999,8,1
32,14,2024070969748,3,999,6,1
32,48,2024461446643,2,1496,6,1
29,27,2024471467741,1,999,7,1
32,55,2024161498334,2,1596,14,1
29,20,2024211458185,1,999,0,1
29,48,2024010523584,1,1499,4,1
29,49,2024991395468,2,1560,13,1
34,17,2024141501734,1,1560,13,1
29,95,2024131505191,1,1560,13,1
31,41,2024471471505,4,1995,1,1
31,95,2024122401069,2,999,8,1
31,95,2024401439812,3,1999,15,1
31,95,2024421474889,3,998,12,1
32,20,2024451461840,2,1596,13,1
27,64,2024201446237,1,1596,10,1
27,15,2024461461626,2,1499,9,1
34,46,2024451457494,1,1499,9,1
35,23,2024451415673,2,1596,17,1
33,64,2024411453813,2,1596,13,1
34,14,2024101403244,3,999,6,1
25,55,2024010519087,1,1596,15,1
25,43,2024401453814,1,1499,5,1
33,43,2024201497038,1,998,11,1
29,40,2024461525622,1,1596,16,1
34,46,2024421405980,3,1753,17,1
32,43,2024471486048,1,999,9,1
31,95,2024010520627,5,1596,12,1
27,11,2024440028067,1,1596,18,1
32,52,202454D841224,2,1596,16,1
29,17,2024010529753,1,999,8,1
32,30,2024622400595,1,1997,10,1
32,19,2024302400204,2,999,2,1
34,19,2024161415320,1,999,4,1
26,46,2024552400193,1,1596,16,1
29,47,2024440310641,1,999,3,1
32,49,2024201407217,2,1596,15,1
31,95,2024302400894,3,1596,15,1
29,51,2024461507916,2,999,1,1
31,17,2024201459031,2,1596,22,1
32,46,2024231499522,1,1499,5,1
31,95,2024421482865,3,1596,9,1
31,95,2024131416214,3,1997,12,1
29,30,2024430101018,1,1596,22,1
29,64,2024311446131,1,999,5,1
26,64,2024161462583,1,999,4,1
27,95,2024522500101,2,999,2,1
31,95,2024061450141,3,1499,6,1
25,55,2024231462743,1,999,3,1
33,27,2024501529322,1,1596,11,1
34,52,2024201459087,2,1499,9,1
27,23,2024471416103,1,999,3,1
31,95,2024320330349,2,999,6,1
27,46,2024520500068,1,1560,11,1
32,14,2024221431632,2,1997,17,1
28,23,2024111531137,2,1499,9,1
29,46,2024101407968,1,1560,13,1
34,43,2024061499081,1,1999,12,1
33,46,2024451525545,1,1596,13,1
34,6,2024461450093,1,999,1,1
33,17,2024548464924,1,1596,22,1
32,9,2024361518347,1,1596,15,1
32,67,2024302401001,3,1596,12,1
29,27,2024211498808,2,1596,13,1
29,61,202460Q083015,1,1596,24,1
